corpus_no,group_no,attempt_no,cost,abs_error,error,num_turn,num_action,duration,start,end,num_add,num_del,num_edit,freq_add,freq_del,num_histload,freq_histload,success
1,25,1,29.0,7.0,0.3181818181818182,9,41,578.5140000000001,0.31,578.8240000000001,13,4,17,0.7647058823529411,0.23529411764705888,0,-1.0,False
1,25,2,29.0,7.0,0.3181818181818182,6,20,159.80399999999997,581.77,738.628,10,1,11,0.9090909090909091,0.09090909090909094,0,0.0,False
1,25,3,29.0,7.0,0.3181818181818182,5,15,109.81999999999994,767.4860000000001,848.448,9,0,9,1.0,0.0,0,-1.0,False
1,25,4,23.0,1.0,0.045454545454545456,20,45,955.4590000000002,890.818,1803.9070000000002,23,14,37,0.6216216216216216,0.3783783783783784,0,0.0,False
1,25,5,27.0,5.0,0.22727272727272727,7,21,94.5179999999998,1822.5079999999998,1898.425,10,1,11,0.9090909090909091,0.09090909090909094,0,-1.0,False
1,26,1,27.0,5.0,0.22727272727272727,7,44,355.36,0.255,355.615,10,1,11,0.9090909090909091,0.09090909090909094,0,-1.0,False
1,26,2,27.0,5.0,0.22727272727272727,31,94,842.9000000000001,367.62800000000004,1198.515,31,22,53,0.5849056603773585,0.41509433962264153,14,2.0,False
1,26,3,28.0,6.0,0.2727272727272727,15,66,394.57799999999975,1205.786,1593.0929999999998,16,8,24,0.6666666666666666,0.33333333333333337,1,0.09090909090909091,False
1,26,4,,,,1,1,12.240000000000009,1605.3329999999999,1605.3329999999999,0,0,0,-1.0,2.0,0,0.0,False
1,27,1,27.0,5.0,0.22727272727272727,6,30,387.666,0.187,387.853,10,1,11,0.9090909090909091,0.09090909090909094,0,-1.0,False
1,27,2,36.0,14.0,0.6363636363636364,12,32,317.897,391.099,705.75,16,4,20,0.8,0.19999999999999996,0,0.0,False
1,27,3,29.0,7.0,0.3181818181818182,11,27,330.672,772.821,1036.422,15,5,20,0.75,0.25,0,0.0,False
1,27,4,30.0,8.0,0.36363636363636365,18,39,286.88699999999994,1053.171,1323.309,21,10,31,0.6774193548387096,0.32258064516129037,0,-1.0,False
1,27,5,28.0,6.0,0.2727272727272727,15,45,327.43499999999995,1337.332,1650.744,18,8,26,0.6923076923076923,0.3076923076923077,0,0.0,False
1,27,6,29.0,7.0,0.3181818181818182,11,48,249.41000000000008,1657.861,1900.154,15,5,20,0.75,0.25,0,0.0,False
1,28,1,30.0,8.0,0.36363636363636365,6,31,225.83699999999996,0.29600000000000004,226.13299999999998,9,1,10,0.9,0.09999999999999998,0,-1.0,False
1,28,2,28.0,6.0,0.2727272727272727,8,31,147.17700000000002,226.74,373.31,12,2,14,0.8571428571428571,0.1428571428571429,0,0.0,False
1,28,3,26.0,4.0,0.18181818181818182,9,22,70.68199999999996,379.69300000000004,443.99199999999996,12,3,15,0.8,0.19999999999999996,0,0.0,False
1,28,4,23.0,1.0,0.045454545454545456,12,25,98.298,456.903,542.29,13,4,17,0.7647058823529411,0.23529411764705888,0,0.0,False
1,28,5,22.0,0.0,0.0,13,33,127.79700000000003,554.077,670.087,15,6,21,0.7142857142857143,0.2857142857142857,0,0.0,True
1,29,1,27.0,5.0,0.22727272727272727,8,34,256.66499999999996,0.161,256.82599999999996,11,2,13,0.8461538461538461,0.15384615384615385,0,-1.0,False
1,29,2,26.0,4.0,0.18181818181818182,10,29,236.41300000000007,273.46,493.23900000000003,13,3,16,0.8125,0.1875,0,0.0,False
1,29,3,24.0,2.0,0.09090909090909091,13,34,259.2349999999999,501.82599999999996,752.4739999999999,17,8,25,0.68,0.31999999999999995,0,0.0,False
1,29,4,24.0,2.0,0.09090909090909091,21,41,233.995,761.568,986.4689999999999,18,16,34,0.5294117647058824,0.47058823529411764,0,0.0,False
1,29,5,24.0,2.0,0.09090909090909091,19,41,155.51800000000014,997.404,1141.987,20,11,31,0.6451612903225806,0.3548387096774194,0,0.0,False
1,29,6,22.0,0.0,0.0,11,47,180.50900000000001,1161.6680000000001,1322.496,14,5,19,0.7368421052631579,0.26315789473684215,0,0.0,True
1,30,1,30.0,8.0,0.36363636363636365,9,33,236.732,0.34600000000000003,237.078,12,3,15,0.8,0.19999999999999996,0,-1.0,False
1,30,2,31.0,9.0,0.4090909090909091,6,18,137.342,248.10299999999998,374.42,9,0,9,1.0,0.0,0,0.0,False
1,30,3,25.0,3.0,0.13636363636363635,7,21,155.57099999999997,420.903,529.991,10,1,11,0.9090909090909091,0.09090909090909094,0,0.0,False
1,30,4,31.0,9.0,0.4090909090909091,6,18,87.33900000000006,568.632,617.33,9,0,9,1.0,0.0,0,0.0,False
1,30,5,23.0,1.0,0.045454545454545456,7,40,139.23199999999997,630.073,756.562,10,1,11,0.9090909090909091,0.09090909090909094,0,0.0,False
1,30,6,23.0,1.0,0.045454545454545456,8,60,327.9519999999999,772.798,1084.514,10,2,12,0.8333333333333334,0.16666666666666663,0,0.0,False
1,30,7,23.0,1.0,0.045454545454545456,6,67,255.57500000000005,1084.626,1340.089,9,0,9,1.0,0.0,0,0.0,False
1,30,8,25.0,3.0,0.13636363636363635,6,47,178.70800000000008,1340.839,1518.797,9,0,9,1.0,0.0,0,0.0,False
1,30,9,,,,2,3,2.5269999999998163,1518.88,1521.3239999999998,2,0,2,1.0,0.0,0,-1.0,False
1,31,1,23.0,1.0,0.045454545454545456,15,55,653.893,0.18899999999999997,654.082,19,10,29,0.6551724137931034,0.3448275862068966,0,-1.0,False
1,31,2,23.0,1.0,0.045454545454545456,6,22,295.908,660.817,949.99,10,1,11,0.9090909090909091,0.09090909090909094,0,0.0,False
1,31,3,23.0,1.0,0.045454545454545456,6,40,130.1869999999999,956.3539999999999,1080.177,10,1,11,0.9090909090909091,0.09090909090909094,0,0.0,False
1,31,4,23.0,1.0,0.045454545454545456,5,84,211.74900000000025,1105.848,1291.9260000000002,9,0,9,1.0,0.0,0,0.0,False
1,32,1,48.0,26.0,1.1818181818181819,9,34,369.58799999999997,0.198,369.786,16,0,16,1.0,0.0,0,-1.0,False
1,32,2,42.0,20.0,0.9090909090909091,7,22,114.238,383.103,484.024,7,4,11,0.6363636363636364,0.36363636363636365,1,0.3333333333333333,False
1,32,3,33.0,11.0,0.5,6,16,70.46699999999998,499.353,554.491,10,0,10,1.0,0.0,0,-1.0,False
1,32,4,28.0,6.0,0.2727272727272727,13,33,227.32000000000005,566.781,781.811,17,7,24,0.7083333333333334,0.29166666666666663,0,0.0,False
1,32,5,30.0,8.0,0.36363636363636365,10,32,204.55399999999997,794.416,986.365,14,4,18,0.7777777777777778,0.2222222222222222,0,0.0,False
1,32,6,25.0,3.0,0.13636363636363635,3,33,53.90599999999995,997.252,1040.271,2,2,4,0.5,0.5,3,0.42857142857142855,False
1,32,7,26.0,4.0,0.18181818181818182,3,13,100.89100000000008,1051.558,1141.162,2,2,4,0.5,0.5,1,1.0,False
1,32,8,25.0,3.0,0.13636363636363635,2,11,41.44100000000003,1151.823,1182.603,1,1,2,0.5,0.5,1,1.0,False
1,32,9,25.0,3.0,0.13636363636363635,3,13,60.01999999999998,1195.6589999999999,1242.623,2,2,4,0.5,0.5,1,1.0,False
1,32,10,25.0,3.0,0.13636363636363635,2,14,32.628999999999905,1252.735,1275.252,1,1,2,0.5,0.5,1,1.0,False
1,33,1,64.0,42.0,1.9090909090909092,11,42,310.412,0.342,310.754,20,0,20,1.0,0.0,0,-1.0,False
1,33,2,42.0,20.0,0.9090909090909091,7,30,148.216,321.182,458.97,0,12,12,0.0,1.0,3,1.0,False
1,33,3,31.0,9.0,0.4090909090909091,6,20,105.75900000000001,474.726,564.729,10,0,10,1.0,0.0,0,0.0,False
1,33,4,35.0,13.0,0.5909090909090909,7,19,166.59399999999994,587.307,731.323,12,1,13,0.9230769230769231,0.07692307692307687,0,-1.0,False
1,33,5,32.0,10.0,0.45454545454545453,6,25,234.48800000000006,767.058,965.811,10,0,10,1.0,0.0,0,-1.0,False
1,33,6,30.0,8.0,0.36363636363636365,4,17,168.72799999999995,978.693,1134.539,3,4,7,0.42857142857142855,0.5714285714285714,1,1.0,False
1,33,7,,,,2,3,18.662000000000035,1150.622,1153.201,3,0,3,1.0,0.0,0,-1.0,False
1,34,1,27.0,5.0,0.22727272727272727,9,38,279.161,0.134,279.295,13,4,17,0.7647058823529411,0.23529411764705888,0,-1.0,False
1,34,2,27.0,5.0,0.22727272727272727,2,22,55.84899999999999,307.499,335.144,2,0,2,1.0,0.0,4,0.8,False
1,34,3,26.0,4.0,0.18181818181818182,9,28,244.163,360.69300000000004,579.307,13,4,17,0.7647058823529411,0.23529411764705888,0,0.0,False
1,34,4,29.0,7.0,0.3181818181818182,14,33,341.2869999999999,590.099,920.5939999999999,18,8,26,0.6923076923076923,0.3076923076923077,0,0.0,False
1,34,5,26.0,4.0,0.18181818181818182,7,22,157.58100000000002,947.8610000000001,1078.175,11,2,13,0.8461538461538461,0.15384615384615385,0,-1.0,False
1,34,6,26.0,4.0,0.18181818181818182,9,53,215.14499999999998,1090.388,1293.32,13,4,17,0.7647058823529411,0.23529411764705888,0,0.0,False
1,35,1,32.0,10.0,0.45454545454545453,9,68,366.694,0.379,367.07300000000004,13,3,16,0.8125,0.1875,0,-1.0,False
1,35,2,29.0,7.0,0.3181818181818182,4,29,99.24099999999999,383.337,466.314,3,3,6,0.5,0.5,3,3.0,False
1,35,3,30.0,8.0,0.36363636363636365,6,61,192.0979999999999,482.476,658.4119999999999,10,0,10,1.0,0.0,0,0.0,False
1,35,4,29.0,7.0,0.3181818181818182,5,33,78.83000000000004,676.6519999999999,737.242,9,0,9,1.0,0.0,0,0.0,False
1,35,5,25.0,3.0,0.13636363636363635,8,49,258.38,745.763,995.622,12,3,15,0.8,0.19999999999999996,0,0.0,False
1,35,6,25.0,3.0,0.13636363636363635,5,19,123.024,1008.169,1118.646,9,0,9,1.0,0.0,0,0.0,False
1,35,7,26.0,4.0,0.18181818181818182,9,27,130.10000000000014,1131.262,1248.746,13,4,17,0.7647058823529411,0.23529411764705888,0,0.0,False
1,36,1,33.0,11.0,0.5,11,51,337.012,0.302,337.314,16,5,21,0.7619047619047619,0.23809523809523814,0,-1.0,False
1,36,2,28.0,6.0,0.2727272727272727,8,59,383.38399999999996,349.07800000000003,720.698,6,8,14,0.42857142857142855,0.5714285714285714,15,2.5,False
1,36,3,25.0,3.0,0.13636363636363635,6,19,112.88,729.4730000000001,833.578,10,1,11,0.9090909090909091,0.09090909090909094,0,0.0,False
1,36,4,25.0,3.0,0.13636363636363635,5,27,176.48199999999997,848.203,1010.06,9,0,9,1.0,0.0,0,0.0,False
1,36,5,33.0,11.0,0.5,13,54,497.6400000000001,1032.369,1507.7,18,7,25,0.72,0.28,0,0.0,False
1,37,1,28.0,6.0,0.2727272727272727,5,29,182.463,0.21,182.673,9,0,9,1.0,0.0,0,-1.0,False
1,37,2,27.0,5.0,0.22727272727272727,17,55,401.31000000000006,191.245,583.9830000000001,19,13,32,0.59375,0.40625,1,0.1111111111111111,False
1,37,3,27.0,5.0,0.22727272727272727,14,33,224.81399999999996,598.371,808.797,18,8,26,0.6923076923076923,0.3076923076923077,0,0.0,False
1,37,4,23.0,1.0,0.045454545454545456,13,34,269.0060000000001,818.895,1077.803,17,8,25,0.68,0.31999999999999995,0,0.0,False
1,37,5,25.0,3.0,0.13636363636363635,10,29,207.71799999999985,1088.572,1285.521,14,5,19,0.7368421052631579,0.26315789473684215,0,0.0,False
1,38,1,38.0,16.0,0.7272727272727273,7,30,158.769,0.23800000000000002,159.007,12,0,12,1.0,0.0,0,-1.0,False
1,38,2,46.0,24.0,1.0909090909090908,8,27,109.94200000000001,163.542,268.949,15,0,15,1.0,0.0,0,0.0,False
1,38,3,53.0,31.0,1.4090909090909092,9,25,116.06400000000002,281.38599999999997,385.01300000000003,16,0,16,1.0,0.0,0,0.0,False
1,38,4,64.0,42.0,1.9090909090909092,13,41,123.911,385.57300000000004,508.92400000000004,22,1,23,0.9565217391304348,0.04347826086956519,0,0.0,False
1,38,5,57.0,35.0,1.5909090909090908,10,38,144.67400000000004,520.936,653.5980000000001,18,0,18,1.0,0.0,0,0.0,False
1,38,6,40.0,18.0,0.8181818181818182,8,30,148.48599999999988,663.773,802.084,14,1,15,0.9333333333333333,0.06666666666666665,0,0.0,False
1,38,7,40.0,18.0,0.8181818181818182,7,29,194.0490000000001,802.321,996.133,13,0,13,1.0,0.0,0,0.0,False
1,38,8,32.0,10.0,0.45454545454545453,7,18,90.72699999999986,1012.798,1086.86,11,1,12,0.9166666666666666,0.08333333333333337,0,-1.0,False
1,38,9,39.0,17.0,0.7727272727272727,7,18,100.61200000000008,1105.763,1187.472,12,0,12,1.0,0.0,0,-1.0,False
1,38,10,27.0,5.0,0.22727272727272727,5,18,130.1880000000001,1207.672,1317.66,9,0,9,1.0,0.0,0,-1.0,False
1,38,11,30.0,8.0,0.36363636363636365,5,15,63.947999999999865,1335.257,1381.608,9,0,9,1.0,0.0,0,-1.0,False
1,39,1,29.0,7.0,0.3181818181818182,6,30,312.372,0.23600000000000002,312.608,10,0,10,1.0,0.0,0,-1.0,False
1,39,2,47.0,25.0,1.1363636363636365,14,37,366.59599999999995,324.37,679.204,16,11,27,0.5925925925925926,0.40740740740740744,1,1.0,False
1,39,3,29.0,7.0,0.3181818181818182,6,17,92.66700000000014,697.972,771.8710000000001,10,0,10,1.0,0.0,0,0.0,False
1,39,4,30.0,8.0,0.36363636363636365,5,15,128.41899999999987,803.931,900.29,9,0,9,1.0,0.0,0,-1.0,False
1,39,5,30.0,8.0,0.36363636363636365,5,10,61.280000000000086,928.4789999999999,961.57,8,0,8,1.0,0.0,0,-1.0,False
1,39,6,34.0,12.0,0.5454545454545454,10,37,198.81599999999992,962.314,1160.386,10,7,17,0.5882352941176471,0.4117647058823529,1,0.5,False
1,39,7,35.0,13.0,0.5909090909090909,6,19,78.03800000000001,1170.635,1238.424,11,0,11,1.0,0.0,0,0.0,False
1,39,8,33.0,11.0,0.5,6,17,60.47000000000003,1246.777,1298.894,10,0,10,1.0,0.0,0,0.0,False
1,40,1,26.0,4.0,0.18181818181818182,5,30,246.23399999999998,0.262,246.49599999999998,9,0,9,1.0,0.0,0,-1.0,False
1,40,2,28.0,6.0,0.2727272727272727,8,29,349.294,260.182,595.79,12,2,14,0.8571428571428571,0.1428571428571429,0,0.0,False
1,40,3,28.0,6.0,0.2727272727272727,5,16,130.54899999999998,617.1669999999999,726.3389999999999,9,0,9,1.0,0.0,0,0.0,False
1,40,4,30.0,8.0,0.36363636363636365,5,23,195.58800000000008,733.801,921.927,8,0,8,1.0,0.0,0,0.0,False
1,40,5,30.0,8.0,0.36363636363636365,1,33,55.15899999999999,922.477,977.086,1,0,1,1.0,0.0,6,1.2,False
1,40,6,26.0,4.0,0.18181818181818182,5,58,231.62799999999993,991.648,1208.714,9,0,9,1.0,0.0,0,0.0,False
1,40,7,32.0,10.0,0.45454545454545453,7,44,170.83300000000008,1215.235,1379.547,12,1,13,0.9230769230769231,0.07692307692307687,0,0.0,False
1,41,1,29.0,7.0,0.3181818181818182,18,65,658.927,0.23600000000000002,659.163,22,13,35,0.6285714285714286,0.37142857142857144,0,-1.0,False
1,41,2,28.0,6.0,0.2727272727272727,15,43,613.329,669.352,1272.492,13,13,26,0.5,0.5,1,0.1111111111111111,False
1,41,3,,,,1,5,1.7999999999999545,1272.557,1274.292,0,0,0,-1.0,2.0,0,-1.0,False
1,42,1,29.0,7.0,0.3181818181818182,9,46,483.62100000000004,0.289,483.91,13,4,17,0.7647058823529411,0.23529411764705888,0,-1.0,False
1,42,2,29.0,7.0,0.3181818181818182,8,29,396.4560000000001,497.27,880.3660000000001,12,2,14,0.8571428571428571,0.1428571428571429,0,0.0,False
1,42,3,24.0,2.0,0.09090909090909091,5,25,224.19299999999987,892.007,1104.559,9,0,9,1.0,0.0,0,0.0,False
1,42,4,26.0,4.0,0.18181818181818182,5,40,185.67200000000003,1123.607,1290.231,9,0,9,1.0,0.0,0,0.0,False
1,44,1,35.0,13.0,0.5909090909090909,6,35,242.64700000000002,0.192,242.83900000000003,11,0,11,1.0,0.0,0,-1.0,False
1,44,2,33.0,11.0,0.5,6,22,114.45899999999997,255.13299999999998,357.298,10,0,10,1.0,0.0,0,0.0,False
1,44,3,41.0,19.0,0.8636363636363636,8,20,91.856,367.43699999999995,449.154,14,0,14,1.0,0.0,0,-1.0,False
1,44,4,36.0,14.0,0.6363636363636364,7,19,84.23900000000003,459.23699999999997,533.393,12,0,12,1.0,0.0,0,0.0,False
1,44,5,27.0,5.0,0.22727272727272727,6,25,68.04599999999994,541.1,601.439,10,0,10,1.0,0.0,0,0.0,False
1,44,6,27.0,5.0,0.22727272727272727,6,31,111.50700000000006,614.497,712.946,10,0,10,1.0,0.0,0,0.0,False
1,44,7,28.0,6.0,0.2727272727272727,6,17,109.25999999999999,720.4739999999999,822.206,10,0,10,1.0,0.0,0,0.0,False
1,44,8,28.0,6.0,0.2727272727272727,5,17,86.7879999999999,830.1619999999999,908.9939999999999,9,0,9,1.0,0.0,0,0.0,False
1,44,9,24.0,2.0,0.09090909090909091,6,18,119.88900000000012,917.8580000000001,1028.883,10,1,11,0.9090909090909091,0.09090909090909094,0,0.0,False
1,44,10,24.0,2.0,0.09090909090909091,6,21,119.78399999999988,1035.816,1148.667,10,1,11,0.9090909090909091,0.09090909090909094,0,0.0,False
1,44,11,27.0,5.0,0.22727272727272727,7,22,113.81799999999998,1158.19,1262.485,11,1,12,0.9166666666666666,0.08333333333333337,0,0.0,False
1,44,12,25.0,3.0,0.13636363636363635,5,16,62.18500000000017,1273.21,1324.67,9,0,9,1.0,0.0,0,0.0,False
1,44,13,25.0,3.0,0.13636363636363635,5,16,57.871000000000095,1337.557,1382.5410000000002,9,0,9,1.0,0.0,0,0.0,False
1,44,14,26.0,4.0,0.18181818181818182,5,20,78.64599999999996,1390.729,1461.1870000000001,9,0,9,1.0,0.0,0,0.0,False
1,44,15,31.0,9.0,0.4090909090909091,6,24,61.30899999999997,1472.668,1522.496,10,0,10,1.0,0.0,0,0.0,False
1,44,16,26.0,4.0,0.18181818181818182,5,16,45.57899999999995,1533.727,1568.075,9,0,9,1.0,0.0,0,0.0,False
1,44,17,28.0,6.0,0.2727272727272727,6,18,32.710000000000036,1575.5120000000002,1600.785,10,0,10,1.0,0.0,0,0.0,False
1,45,1,30.0,8.0,0.36363636363636365,18,66,747.217,0.188,747.405,22,12,34,0.6470588235294118,0.3529411764705882,0,-1.0,False
1,45,2,26.0,4.0,0.18181818181818182,21,63,749.0610000000001,755.2710000000001,1496.4660000000001,25,16,41,0.6097560975609756,0.3902439024390244,0,0.0,False
1,46,1,27.0,5.0,0.22727272727272727,12,45,750.1139999999999,0.18100000000000002,750.295,16,6,22,0.7272727272727273,0.2727272727272727,0,-1.0,False
1,46,2,25.0,3.0,0.13636363636363635,14,43,687.321,761.5160000000001,1437.616,18,8,26,0.6923076923076923,0.3076923076923077,0,0.0,False
1,46,3,,,,6,50,104.8789999999999,1446.162,1542.495,9,2,11,0.8181818181818182,0.18181818181818177,0,0.0,False
1,47,1,27.0,5.0,0.22727272727272727,5,37,203.89,0.174,204.06400000000002,9,0,9,1.0,0.0,0,-1.0,False
1,47,2,38.0,16.0,0.7272727272727273,7,21,107.93199999999996,218.52200000000002,311.996,12,0,12,1.0,0.0,0,0.0,False
1,47,3,25.0,3.0,0.13636363636363635,5,15,64.98800000000006,338.374,376.98400000000004,9,0,9,1.0,0.0,0,-1.0,False
1,47,4,26.0,4.0,0.18181818181818182,6,18,81.84699999999992,391.787,458.83099999999996,9,0,9,1.0,0.0,0,-1.0,False
1,47,5,28.0,6.0,0.2727272727272727,6,18,82.75200000000012,484.35400000000004,541.5830000000001,9,0,9,1.0,0.0,0,-1.0,False
1,47,6,27.0,5.0,0.22727272727272727,7,33,111.26899999999989,550.126,652.852,11,2,13,0.8461538461538461,0.15384615384615385,0,0.0,False
1,47,7,26.0,4.0,0.18181818181818182,6,19,110.42199999999991,669.819,763.2739999999999,10,1,11,0.9090909090909091,0.09090909090909094,0,-1.0,False
1,47,8,25.0,3.0,0.13636363636363635,7,19,90.70100000000014,781.831,853.975,11,2,13,0.8461538461538461,0.15384615384615385,0,-1.0,False
1,47,9,29.0,7.0,0.3181818181818182,10,25,145.74399999999991,872.0110000000001,999.7189999999999,14,4,18,0.7777777777777778,0.2222222222222222,0,0.0,False
1,47,10,25.0,3.0,0.13636363636363635,5,18,51.93500000000006,1012.689,1051.654,9,0,9,1.0,0.0,0,-1.0,False
1,47,11,27.0,5.0,0.22727272727272727,10,23,109.75199999999995,1076.19,1161.406,13,4,17,0.7647058823529411,0.23529411764705888,0,-1.0,False
