team_no	attempt_no	turn_no	utterance_no	start	end	subject	verb	object
7	12	72	444	1082.471	1084.112	A	says	oh okay .
7	12	72	445	1084.376	1085.035	A	says	little .
7	12	72	446	1090.845	1091.491	A	says	okay .
7	12	72	447	1091.671	1095.408	A	says	go from mount montreux , to mount interlaken .
7	12	72	448	1096.079	1100.907	B	says	yeah but , we already tried the um , the small things so we should
7	12	72	449	1098.331	1098.822	A	says	okay .
7	12	72	450	1099.877	1102.354	A	says	go around everything this time .
7	12	72	451	1103.049	1104.630	A	says	correct nothing .
7	13	72	-1	1104.063	1104.063	B	adds	Zermatt-Montreux (4-6)
7	13	72	-1	1104.991	1104.991	B	adds	Montreux-Neuchatel (6-7)
7	13	72	452	1105.504	1107.732	B	says	just do the contour and then
7	13	73	-1	1108.027	1108.027	A	adds	Zermatt-Davos (4-9)
7	13	73	-1	1108.857	1108.857	A	adds	Gallen-Davos (8-9)
7	13	73	453	1112.857	1114.618	A	says	we are at the
7	13	73	454	1114.247	1115.109	B	says	this is pretty hard .
7	13	73	455	1115.241	1116.247	A	says	we are at 7 francs .
7	13	73	456	1116.630	1118.571	A	says	7 we are at 9 francs .
7	13	74	-1	1117.013	1117.013	B	adds	Basel-Neuchatel (0-7)
7	13	74	457	1118.810	1119.829	B	says	no that that's
7	13	74	458	1119.385	1119.748	A	says	oh
7	13	74	459	1120.739	1123.818	A	says	8 8 11 11 13 .
7	13	74	-1	1125.295	1125.295	B	adds	Basel-Zurich (0-2)
7	13	74	460	1126.911	1127.725	A	says	13 .
7	13	75	-1	1130.127	1130.127	A	adds	Zurich-Gallen (2-8)
7	13	75	461	1133.822	1148.317	I	says	guys did you have a look at that green button ...
7	13	75	-1	1136.980	1136.980	B	presses	help (enabled)
7	13	75	-1	1137.871	1137.871	A	adds	Luzern-Zurich (1-2)
7	13	76	-1	1139.163	1139.163	B	presses	help (enabled)
7	13	76	-1	1140.218	1140.218	A	presses	help (enabled)
7	13	76	462	1140.945	1141.400	A	says	yeah .
7	13	76	-1	1143.121	1143.121	A	presses	previous (enabled)
7	13	76	-1	1144.147	1144.147	A	presses	compare (enabled)
7	13	76	463	1146.604	1147.862	A	says	oh yeah this is the answer ?
7	13	76	464	1148.317	1152.761	I	says	these are your previous solutions so you are not looking at them
7	13	76	-1	1151.013	1151.013	B	adds	Luzern-Davos (1-9)
7	13	76	465	1153.981	1156.053	B	says	oh i didn't know how to go .
7	13	76	-1	1154.209	1154.209	B	adds	Luzern-Bern (1-3)
7	13	77	-1	1157.879	1157.879	B	presses	compare (enabled)
7	13	77	-1	1159.426	1159.426	A	adds	Interlaken-Bern (5-3)
7	13	77	466	1161.048	1162.965	A	says	so okay .
7	13	77	-1	1161.742	1161.742	A	presses	submit (enabled)
7	13	77	-1	1161.980	1161.980	B	presses	previous (enabled)
7	13	77	-1	1162.496	1162.496	B	presses	previous (enabled)
7	13	77	-1	1162.930	1162.930	B	presses	previous (enabled)
7	13	77	-1	1163.429	1163.429	B	presses	previous (enabled)
7	13	77	-1	1164.130	1164.130	B	presses	previous (enabled)
7	13	77	-1	1164.530	1164.530	B	presses	previous (enabled)
7	13	77	-1	1164.780	1164.780	B	presses	previous (enabled)
7	13	77	-1	1165.013	1165.013	B	presses	previous (enabled)
7	13	77	-1	1165.230	1165.230	B	presses	previous (enabled)
7	13	77	-1	1165.446	1165.446	B	presses	previous (enabled)
7	13	77	-1	1165.680	1165.680	B	presses	previous (enabled)
7	13	77	467	1166.575	1169.043	B	says	what's the minimum like what price is the minimum ?
7	13	77	468	1168.001	1169.822	A	says	hey , hey , press check .
7	13	77	-1	1170.686	1170.686	B	presses	compare (enabled)
7	13	77	-1	1170.697	1170.697	B	presses	next (enabled)
7	13	77	-1	1171.146	1171.146	B	presses	compare (enabled)
7	13	77	-1	1171.157	1171.157	B	presses	next (enabled)
7	13	77	-1	1177.196	1177.196	B	presses	compare (enabled)
7	13	77	-1	1177.207	1177.207	B	presses	next (enabled)
7	13	77	-1	1177.679	1177.679	B	presses	compare (enabled)
7	13	77	-1	1177.692	1177.692	B	presses	next (enabled)
7	13	77	-1	1177.896	1177.896	B	presses	compare (enabled)
7	13	77	-1	1177.904	1177.904	B	presses	next (enabled)
7	13	77	-1	1178.096	1178.096	B	presses	compare (enabled)
7	13	77	-1	1178.105	1178.105	B	presses	next (enabled)
7	13	77	-1	1178.263	1178.263	B	presses	compare (enabled)
7	13	77	-1	1178.287	1178.287	B	presses	next (enabled)
7	13	77	-1	1178.411	1178.411	B	presses	compare (enabled)
7	13	77	-1	1178.422	1178.422	B	presses	next (enabled)
7	13	77	469	1178.633	1180.454	B	says	yeah so last last answer .
7	13	77	-1	1178.696	1178.696	B	presses	compare (enabled)
7	13	77	-1	1178.706	1178.706	B	presses	next (enabled)
7	13	77	-1	1178.912	1178.912	B	presses	compare (enabled)
7	13	77	-1	1178.920	1178.920	B	presses	next (enabled)
7	13	77	-1	1179.129	1179.129	B	presses	compare (enabled)
7	13	77	-1	1179.145	1179.145	B	presses	next (enabled)
7	13	77	-1	1179.329	1179.329	B	presses	compare (enabled)
7	13	77	-1	1179.580	1179.580	B	presses	compare (enabled)
7	13	77	-1	1180.613	1180.613	B	presses	previous (enabled)
7	13	77	470	1181.101	1183.149	B	says	last answer we had 31 .
7	13	77	471	1183.389	1185.054	B	says	and we were 5 away .
7	13	77	472	1185.533	1186.503	B	says	so the
7	13	77	473	1186.324	1188.204	I	says	that's not the last go to the next
7	13	77	-1	1188.630	1188.630	B	presses	compare (enabled)
7	13	77	-1	1188.648	1188.648	B	presses	next (enabled)
7	13	77	474	1189.450	1190.444	A	says	check , check .
7	13	77	475	1189.690	1190.385	B	says	oh yeah .
7	13	77	476	1190.624	1191.079	B	says	so
7	13	77	477	1191.594	1193.379	B	says	we were at 27 then
7	13	77	478	1194.601	1195.332	B	says	so it's
7	13	77	479	1196.329	1197.862	B	says	22 or something like that .
7	13	77	480	1198.101	1200.066	B	says	okay so the minimum is 22 .
7	13	77	481	1200.801	1201.388	A	says	okay .
7	13	77	482	1200.957	1202.514	B	says	the minimum is 22 .
7	13	77	483	1201.987	1202.994	A	says	and we are at how much ?
7	13	77	484	1203.293	1204.479	B	says	so we have to and
7	13	77	-1	1203.996	1203.996	B	presses	compare (enabled)
7	13	77	485	1204.946	1206.455	B	says	the minimum is 22
7	13	77	486	1206.911	1207.534	B	says	and
7	13	77	487	1209.453	1211.297	B	says	so you are right we have to do small ones .
7	13	77	488	1212.136	1212.351	B	says	but
7	13	77	489	1212.148	1213.210	A	says	press check we finished .
7	13	77	-1	1214.451	1214.451	T	submits	cost=33 (opt_cost=22)
7	13	77	-1	1214.730	1214.730	B	presses	submit (enabled)
7	13	77	490	1214.958	1217.354	B	says	i don't know if we have that was bad that's bad .
7	13	77	-1	1215.091	1215.091	R	shows	talking emotion
7	13	77	-1	1215.094	1215.094	R	shows	up_left gesture
7	13	77	-1	1215.358	1215.358	R	says	you are away from the minimum by 11 francs. let's try again.
7	13	77	491	1216.090	1222.112	R	says	you are away from the minimum by 11 francs let's try again
7	13	77	492	1222.297	1223.902	A	says	so little
7	13	77	493	1222.309	1224.620	B	says	we have to do small ones like you've said before .
7	14	77	-1	1224.847	1224.847	B	presses	compare (enabled)
7	14	77	494	1224.932	1225.267	B	says	because
7	14	77	-1	1225.872	1225.872	A	adds	Luzern-Zermatt (1-4)
7	14	77	495	1226.381	1226.836	A	says	this .
7	14	77	-1	1226.596	1226.596	B	presses	previous (enabled)
7	14	77	496	1227.172	1228.274	A	says	mount bern .
7	14	77	-1	1227.844	1227.844	A	adds	Luzern-Bern (1-3)
7	14	77	497	1229.208	1232.694	A	says	now go from mount bern to mount interlaken .
7	14	78	-1	1235.630	1235.630	B	adds	Interlaken-Bern (5-3)
7	14	78	498	1236.245	1237.658	B	says	it's interlaken you know .
7	14	78	499	1237.095	1238.329	A	says	and and go
7	14	78	500	1239.012	1240.102	A	says	to mount montreux .
7	14	78	501	1240.433	1241.559	A	says	from mount interlaken .
7	14	78	-1	1241.343	1241.343	B	adds	Interlaken-Montreux (5-6)
7	14	78	502	1242.996	1243.763	A	says	yes .
7	14	78	503	1244.517	1246.901	B	says	yes okay yeah this is good so far i think .
7	14	79	-1	1244.608	1244.608	A	adds	Zurich-Bern (2-3)
7	14	79	-1	1246.929	1246.929	A	adds	Basel-Zurich (0-2)
7	14	79	504	1247.395	1250.737	A	says	and go from mount basel to mount neuchatel .
7	14	79	505	1251.120	1251.719	A	says	neuchatel .
7	14	79	506	1252.054	1252.773	B	says	mount neuchatel ?
7	14	80	-1	1253.380	1253.380	B	adds	Montreux-Neuchatel (6-7)
7	14	80	507	1255.622	1256.664	B	says	and then where do i go ?
7	14	80	508	1256.915	1257.958	A	says	no , no .
7	14	80	509	1258.422	1260.135	A	says	no !
7	14	80	510	1260.387	1260.806	A	says	oh yeah .
7	14	80	-1	1260.709	1260.709	B	removes	Montreux-Neuchatel (6-7)
7	14	80	511	1265.330	1268.420	I	says	so guys you have 4 more minutes left
7	14	80	512	1268.636	1269.582	A	says	told you .
7	14	80	513	1269.786	1271.307	B	says	okay go go go go go .
7	14	81	-1	1270.209	1270.209	A	adds	Montreux-Neuchatel (6-7)
7	14	81	514	1271.659	1272.857	A	says	just press check .
7	14	81	-1	1272.611	1272.611	A	adds	Zurich-Gallen (2-8)
7	14	81	515	1274.330	1276.199	B	says	wait why we didn't even connect it to
7	14	81	516	1274.402	1276.259	A	says	go , go to mount davos !
7	14	81	517	1278.008	1279.795	A	says	from mount saint gallen to mount davos .
7	14	82	-1	1279.346	1279.346	B	adds	Gallen-Davos (8-9)
7	14	82	-1	1280.002	1280.002	A	presses	submit (enabled)
7	14	82	518	1280.286	1281.676	A	says	check , go .
7	14	82	-1	1281.162	1281.162	T	submits	cost=29 (opt_cost=22)
7	14	82	-1	1281.417	1281.417	B	presses	submit (enabled)
7	14	82	-1	1281.830	1281.830	R	shows	talking emotion
7	14	82	-1	1281.849	1281.849	R	shows	up_left gesture
7	14	82	-1	1281.949	1281.949	R	says	you are away from the minimum by 7 francs. let's try again.
7	14	82	519	1282.390	1287.782	R	says	you are away from the minimum by 7 francs let's try again
7	14	82	520	1287.500	1289.644	A	says	this time listen to me please .
7	14	82	521	1289.704	1290.866	B	says	okay where do i go ?
7	14	82	522	1289.793	1293.710	A	says	go from mount , go mount interlaken mount montreux .
7	15	82	-1	1295.565	1295.565	B	adds	Interlaken-Montreux (5-6)
7	15	82	523	1296.669	1298.693	A	says	and mount interlaken mount neuchatel .
7	15	82	524	1300.389	1300.829	B	says	oh .
7	15	82	-1	1302.358	1302.358	B	adds	Interlaken-Neuchatel (5-7)
7	15	82	525	1305.388	1307.517	B	says	go mount interlaken to mount bern .
7	15	83	-1	1305.536	1305.536	A	adds	Basel-Neuchatel (0-7)
7	15	83	-1	1306.804	1306.804	A	adds	Basel-Bern (0-3)
7	15	83	526	1309.450	1311.127	A	says	go from mount bern to mount zurich .
7	15	84	-1	1311.196	1311.196	B	adds	Zurich-Bern (2-3)
7	15	84	527	1311.559	1312.098	B	says	okay .
7	15	84	528	1312.373	1315.044	A	says	and go from mount zurich to mount luzern .
7	15	84	-1	1315.724	1315.724	B	adds	Luzern-Zurich (1-2)
7	15	84	529	1317.836	1318.926	B	says	oh seriously okay .
7	15	85	-1	1318.721	1318.721	A	adds	Luzern-Zermatt (1-4)
7	15	85	530	1319.405	1320.776	B	says	yeah and then go to mount zermatt .
7	15	85	531	1319.405	1320.670	A	says	mount zermatt .
7	15	85	532	1320.670	1321.896	A	says	mount davos .
7	15	85	533	1320.776	1321.992	B	says	then go to mount davos .
7	15	85	-1	1320.926	1320.926	A	adds	Zermatt-Davos (4-9)
7	15	85	534	1322.399	1323.801	B	says	and then go to mount saint gallen .
7	15	86	-1	1323.713	1323.713	B	adds	Gallen-Davos (8-9)
7	15	86	535	1325.059	1325.957	A	says	let me count .
7	15	86	-1	1325.263	1325.263	B	presses	submit (enabled)
7	15	86	536	1325.298	1325.897	B	says	check .
7	15	86	537	1326.185	1326.940	A	says	let me count .
7	15	86	538	1327.503	1328.006	B	says	just check .
7	15	86	539	1327.862	1328.579	A	says	5 .
7	15	86	540	1328.549	1329.100	B	says	just check .
7	15	86	541	1328.645	1329.345	A	says	5 .
7	15	86	542	1329.417	1329.795	A	says	10 .
7	15	86	543	1330.220	1330.783	A	says	10 .
7	15	86	544	1330.869	1331.833	A	says	16 .
7	15	86	545	1332.486	1333.552	A	says	16 .
7	15	86	546	1333.576	1334.085	B	says	just check .
7	15	86	547	1334.062	1334.805	A	says	20 .
7	15	86	548	1335.753	1336.628	A	says	23 .
7	15	86	549	1336.622	1337.730	B	says	okay you just
7	15	86	550	1336.676	1337.736	A	says	27 .
7	15	86	551	1338.065	1338.874	A	says	5 .
7	15	86	-1	1338.095	1338.095	A	presses	submit (enabled)
7	15	86	-1	1338.200	1338.200	T	submits	cost=27 (opt_cost=22)
7	15	86	-1	1338.897	1338.897	R	shows	talking emotion
7	15	86	-1	1338.916	1338.916	R	shows	up_left gesture
7	15	86	552	1339.035	1339.526	A	says	from
7	15	86	-1	1339.067	1339.067	R	says	you are not that far from the minimum; the difference is only 5 francs. i am sure you can do it.
7	15	86	553	1339.722	1347.540	R	says	you are not that far from the minimum the difference is only 5 francs i am sure you can do it
7	15	86	554	1345.535	1347.128	A	says	it's impossible .
7	15	86	-1	1347.838	1347.838	R	shows	talking emotion
7	15	86	-1	1347.844	1347.844	R	shows	up_right gesture
7	15	86	-1	1348.023	1348.023	R	says	hey guys, maybe, it would be easier to solve the problem if you look at your previous solutions more.
7	15	86	555	1348.816	1358.103	R	says	hey guys maybe it would be easier to solve the problem if you look at your previous solutions more
7	15	86	556	1357.739	1360.877	B	says	the lowest we got was 5 and we just did 5 so .
7	15	86	557	1361.021	1361.907	A	says	i found it !
7	15	86	558	1362.350	1365.729	A	says	it's more longer it is more it's cost less money .
7	15	86	559	1365.872	1368.867	A	says	look, mount davos is so big it just cost 2 franc .
7	15	86	560	1369.250	1372.339	A	says	mount montreux to mount interlaken is cost 4 francs .
7	15	86	561	1371.740	1374.339	B	says	fine , okay okay okay where do i go then where do i go .
7	15	86	562	1372.878	1374.411	A	says	to really big ones .
7	15	86	563	1374.794	1377.190	A	says	so , mount saint gallen to mount davos .
7	16	86	-1	1378.396	1378.396	B	adds	Gallen-Davos (8-9)
7	16	86	564	1379.021	1379.500	B	says	okay .
7	16	86	-1	1384.375	1384.375	B	adds	Zermatt-Davos (4-9)
7	16	86	565	1385.549	1387.873	B	says	but anyways there's gonna have to be short ones .
7	16	86	566	1388.136	1389.478	A	says	no big ones .
7	16	87	-1	1388.347	1388.347	A	adds	Zermatt-Montreux (4-6)
7	16	87	567	1388.903	1391.443	B	says	no , you go from mount davos to mount zurich !
7	16	87	568	1394.524	1395.745	B	says	okay let okay i'll do something .
7	16	87	569	1397.363	1399.028	B	says	go from mount davos to mount zurich .
7	16	87	-1	1397.409	1397.409	A	adds	Montreux-Neuchatel (6-7)
7	16	88	-1	1400.730	1400.730	B	adds	Zurich-Davos (2-9)
7	16	88	570	1402.427	1403.601	A	says	4 francs !
7	16	88	571	1404.478	1405.065	B	says	just wait .
7	16	88	-1	1406.437	1406.437	B	adds	Luzern-Zurich (1-2)
7	16	88	572	1407.018	1407.605	A	says	4 .
7	16	89	-1	1411.306	1411.306	A	adds	Luzern-Bern (1-3)
7	16	89	-1	1412.464	1412.464	A	adds	Basel-Bern (0-3)
7	16	89	573	1413.304	1415.185	B	says	oh wait those are the calculations .
7	16	89	574	1416.086	1418.553	A	says	go from mount bern to mount interlaken no .
7	16	89	575	1418.889	1420.542	A	says	mount bern to mount interlaken .
7	16	90	-1	1421.912	1421.912	B	adds	Interlaken-Bern (5-3)
7	16	90	576	1423.041	1423.699	A	says	yes .
7	16	90	577	1423.101	1423.855	B	says	okay press check .
7	16	90	-1	1423.781	1423.781	A	presses	submit (enabled)
7	16	90	-1	1424.256	1424.256	T	submits	cost=25 (opt_cost=22)
7	16	90	-1	1424.512	1424.512	B	presses	submit (enabled)
7	16	90	578	1424.790	1426.484	A	says	please please i didn't .
7	16	90	-1	1424.962	1424.962	R	shows	talking emotion
7	16	90	-1	1424.966	1424.966	R	shows	up_left gesture
7	16	90	-1	1425.130	1425.130	R	says	you are away from the minimum by 3 francs. let's try again.
7	16	90	579	1425.853	1430.976	R	says	you are away from the minimum by 3 francs let's try again
7	16	90	580	1428.203	1428.886	B	says	oh !
7	16	90	581	1428.287	1429.138	A	says	oh !
7	16	90	582	1432.020	1433.469	B	says	oh we were so close .
7	16	90	583	1434.080	1435.446	A	says	okay now we need to do
7	16	90	584	1435.697	1437.926	B	says	okay we need to go fast because we have got like two minutes left .
7	16	90	585	1438.354	1439.972	A	says	mount saint gallen to mount davos .
7	16	90	586	1440.295	1441.385	B	says	wait what what mount saint gallen
7	17	90	-1	1441.313	1441.313	B	adds	Gallen-Davos (8-9)
7	17	90	587	1441.613	1441.936	B	says	okay .
7	17	90	588	1442.384	1444.564	A	says	go , from mount davos to mount zermatt .
7	17	90	589	1446.529	1447.224	B	says	yeah that was
7	17	90	-1	1446.722	1446.722	B	adds	Zurich-Davos (2-9)
7	17	90	590	1447.463	1448.242	B	says	though wait no
7	17	90	591	1448.038	1449.332	A	says	no
7	17	90	592	1448.493	1449.380	B	says	should , just
7	17	91	-1	1451.338	1451.338	A	adds	Zermatt-Davos (4-9)
7	17	91	593	1451.665	1453.882	A	says	hey why did you do this .
7	17	91	-1	1452.598	1452.598	A	adds	Zermatt-Montreux (4-6)
7	17	91	594	1454.109	1454.672	B	says	it's fine .
7	17	91	595	1455.151	1456.205	B	says	okay where do i go now ?
7	17	91	596	1456.098	1458.230	A	says	mount montreux to mount neuchatel .
7	17	91	597	1458.721	1460.314	B	says	mount montreux to where ?
7	17	91	598	1460.547	1461.625	A	says	mount neuchatel .
7	17	91	599	1461.984	1462.655	A	says	neuchatel .
7	17	92	-1	1464.262	1464.262	B	adds	Montreux-Neuchatel (6-7)
7	17	92	600	1464.811	1465.278	B	says	okay .
7	17	92	601	1467.267	1469.385	A	says	no uh no don't press anything yet .
7	17	92	602	1469.744	1470.511	A	says	7 .
7	17	92	603	1471.265	1471.996	A	says	11 .
7	17	92	604	1472.109	1473.941	A	says	11 we are at 13 .
7	17	92	-1	1474.826	1474.826	B	adds	Basel-Zurich (0-2)
7	17	92	605	1477.823	1479.823	B	says	go to , just go to mount bern .
7	17	92	606	1479.344	1480.767	A	says	we are at 18 .
7	17	92	607	1480.983	1482.923	B	says	just go to mount bern and then to mount .
7	17	92	608	1483.386	1485.614	B	says	oh we have to do just 3 , just do it .
7	17	93	-1	1484.229	1484.229	A	adds	Basel-Bern (0-3)
7	17	93	-1	1485.513	1485.513	A	adds	Interlaken-Bern (5-3)
7	17	93	609	1487.363	1487.830	B	says	alright .
7	17	93	610	1488.129	1489.722	A	says	oh no just press check .
7	17	93	611	1491.438	1493.223	B	says	no because mount luzern is well connected .
7	17	93	612	1492.672	1494.504	A	says	we already we already losed .
7	17	94	-1	1494.862	1494.862	B	adds	Luzern-Interlaken (1-5)
7	17	94	-1	1495.479	1495.479	B	presses	submit (enabled)
7	17	94	-1	1496.748	1496.748	A	presses	submit (enabled)
7	17	94	-1	1496.952	1496.952	T	submits	cost=29 (opt_cost=22)
7	17	94	-1	1496.962	1496.962	B	presses	submit (enabled)
7	17	94	-1	1497.178	1497.178	B	presses	submit (enabled)
7	17	94	-1	1497.379	1497.379	B	presses	submit (enabled)
7	17	94	-1	1497.557	1497.557	R	shows	talking emotion
7	17	94	-1	1497.559	1497.559	R	shows	up_left gesture
7	17	94	-1	1497.562	1497.562	B	presses	submit (enabled)
7	17	94	-1	1497.681	1497.681	R	says	you are not that far from the minimum; the difference is only 7 francs. i am sure you can do it.
7	17	94	-1	1497.762	1497.762	B	presses	submit (enabled)
7	17	94	613	1497.885	1506.213	R	says	you are not that far from the minimum the difference is only 7 francs i am sure you can do it
7	18	94	-1	1501.487	1501.487	A	presses	compare (enabled)
7	18	94	-1	1501.963	1501.963	A	presses	compare (enabled)
7	18	94	614	1503.266	1505.350	A	says	mount zurich .
7	18	94	615	1510.460	1513.287	A	says	okay mount saint gallen to mount davos listen to me .
7	18	94	616	1513.683	1515.491	A	says	mount saint gallen to mount davos .
7	18	94	-1	1516.879	1516.879	B	adds	Gallen-Davos (8-9)
7	18	94	617	1518.005	1520.137	A	says	mount davos to mount zermatt .
7	18	94	-1	1522.087	1522.087	B	adds	Zermatt-Davos (4-9)
7	18	94	618	1522.173	1522.832	B	says	okay .
7	18	95	-1	1525.496	1525.496	A	adds	Zermatt-Montreux (4-6)
7	18	95	-1	1526.931	1526.931	A	adds	Montreux-Neuchatel (6-7)
7	18	95	619	1529.574	1530.281	A	says	mount
7	18	95	620	1530.892	1532.808	A	says	mount neuchatel to mount basel .
7	18	95	621	1533.084	1534.401	B	says	mount neuchatel to where ?
7	18	95	622	1534.512	1535.278	A	says	mount basel .
7	18	96	-1	1535.945	1535.945	B	adds	Basel-Neuchatel (0-7)
7	18	96	623	1536.057	1538.968	B	says	you are you are just doing to contour again like we did .
7	18	96	624	1538.896	1539.531	A	says	no .
7	18	96	625	1541.411	1541.879	B	says	fine .
7	18	96	626	1542.154	1544.730	A	says	because you passed next to buildings .
7	18	96	627	1544.083	1544.909	B	says	fine .
7	18	96	628	1545.472	1546.826	A	says	mount basel to mount bern .
7	18	96	-1	1548.706	1548.706	B	adds	Basel-Bern (0-3)
7	18	96	629	1549.054	1549.713	B	says	okay .
7	18	97	-1	1552.967	1552.967	A	adds	Zurich-Bern (2-3)
7	18	97	-1	1555.719	1555.719	A	adds	Luzern-Zurich (1-2)
7	18	97	630	1558.165	1559.124	A	says	oh we may do it .
7	18	97	631	1559.291	1561.423	A	says	go from mount luzern to mount interlaken .
7	18	98	-1	1560.930	1560.930	B	adds	Interlaken-Bern (5-3)
7	18	98	632	1561.879	1562.897	B	says	okay press check .
7	18	98	-1	1562.745	1562.745	B	presses	submit (enabled)
7	18	98	633	1562.777	1564.490	A	says	no !
7	18	98	-1	1563.477	1563.477	A	presses	submit (enabled)
7	18	98	-1	1563.583	1563.583	T	submits	cost=25 (opt_cost=22)
7	18	98	634	1564.030	1564.917	B	says	just press check .
7	18	98	-1	1564.294	1564.294	R	shows	talking emotion
7	18	98	-1	1564.298	1564.298	R	shows	up_left gesture
7	18	98	-1	1564.426	1564.426	R	says	you are not that far from the minimum; the difference is only 3 francs. i am sure you can do it.
7	18	98	635	1565.111	1573.499	R	says	you are not that far from the minimum the difference is only 3 francs i am sure you can do it
7	18	98	636	1569.972	1571.277	B	says	okay 3 francs again .
7	18	98	637	1570.654	1572.379	A	says	mount luzern
7	18	98	638	1572.655	1573.338	B	says	whatever .
7	19	98	-1	1581.443	1581.443	A	presses	compare (enabled)
